id	group	priority
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionNurgle_&_Positive	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionNurgle_&_Positive	25.0000
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionOgre	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionOgre	9.0000
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionOgre_&_Negative	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionOgre_&_Negative	25.0000
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionOgre_&_Positive	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionOgre_&_Positive	25.0000
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionSlaanesh	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionSlaanesh	9.0000
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionSlaanesh_&_Negative	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionSlaanesh_&_Negative	25.0000
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionSlaanesh_&_Positive	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionSlaanesh_&_Positive	25.0000
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionTzeentch	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionTzeentch	9.0000
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionTzeentch_&_Negative	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionTzeentch_&_Negative	25.0000
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_OtherFactionTzeentch_&_Positive	diplomacy_FactionGroup_HeraldOfKhorne1_&_OtherFactionTzeentch_&_Positive	25.0000
diplomacy_FactionGroup_HeraldOfKhorne1_Faction_Aesling_&_Positive	diplomacy_FactionGroup_HeraldOfKhorne1_&_Positive	24.0000
