key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_ui_override	ai_usage_template_group	audio_vo_actor_override	mom_vortex_key
hkrul_hakka_gaze	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	512139161				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					
hkrul_drenok_wolf	2.0000	1.0000	1	0.0000	true	0	0	true	1.0000		false	false	false	0.0000	false	false	0.0000	true	512139162		hkrul_drenok_wolf		0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000					vo_battle_special_ability_generic_response	600.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true					
hkrul_drenok_wolf_dummy	1.0000	45.0000	1	0.0000	false	0	0	false	9999.0000		false	true	true	-1.0000	false	false	5.0000	true	512139163		hkrul_drenok_wolf		0.0000	0.0000	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn				0.0000			wh_group_rune		vo_battle_special_ability_generic_response	0.0000	0.0000			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	0.0000		true					
hkrul_drenok_blast	4.0000	90.0000	3	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	3.0000	false	512139164			cast_up_medium	0.0000	0.0000	wh_abilities_generic_explosion				hkrul_drenok_blast	0.0000		aoe_centred_on_self	wh3_main_ability_modular	ice_medium	vo_battle_special_ability_spell_cast_negative	0.0000	150.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	2	false	1.0000		true	Ice	Ice			
hkrul_drenok_breath	2.0000	30.0000	3	0.0000	false	0	0	false	0.0000		false	true	true	100.0000	false	false	1.0000	false	512139165			cast_up_short	0.0000	0.0000	wh_abilities_generic_breath	wh_abilities_generic_breath			hkrul_drenok_breath	0.0000		vortex_breath	wh3_main_ability_modular	ice_short	vo_battle_special_ability_spell_cast_negative	0.0000	125.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_unit	1	false	1.0000		true		Ice			
hkrul_drenok_frostwyrm	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	512139166				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					
hkrul_einar_steelfist	6.0000	50.0000	3	0.0000	false	0	0	false	0.0000		false	true	true	200.0000	false	false	3.0000	false	512139167			cast_up_medium	0.0000	0.0000	wh_abilities_generic_explosion	wh_abilities_generic_explosion			hkrul_einar_steelfist	0.0000		aoe_bombardment	wh3_main_ability_modular	great_maw_medium	vo_battle_special_ability_spell_cast_brain_bursta	0.0000	200.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_unit	1	false	1.0000		true		Great_Maw			
hkrul_einar_fury	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	512139168				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					
hkrul_kolsvein_spit	-1.0000	60.0000	3	0.0000	false	0	0	false	0.0000	wh_dlc08_abilities_nor_copious_vomit	false	true	false	60.0000	false	false	1.2000	false	512139169			cast_forward_short	0.0000	0.0000	wh_spell_generic_missile					0.0000		projectile_explosive	wh_group_character		vo_battle_special_ability_spell_cast_negative	0.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_unit	1	false	1.0000		true					
hkrul_kolsvein_sword	25.0000	85.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	512139170				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	150.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_rafn_axe	30.0000	95.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	512139171				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	150.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_sayl_mist	28.0000	90.0000	3	45.0000	true	-1	0	true	-1.0000		true	false	true	100.0000	false	false	0.0000	false	512139172				0.0000	0.0000	wh_abilities_generic_buff	wh_abilities_generic_buff	wh2_dlc11_spell_deep_fog_of_the_damned			0.0000		augment_melee_area	wh_group_character		vo_battle_special_ability_generic_response	150.0000	0.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_army	3	false	1.0000		true					
hkrul_nightmaw_wither	-1.0000	-1.0000	-1	35.0000	false	0	-1	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	512139173				0.0000	0.0000	wh_abilities_generic_direct_damage					0.0000					vo_battle_special_ability_generic_response	100.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	3	false	1.0000		true					
hkrul_sayl_teeth	20.0000	28.0000	3	0.0000	true	1	0	false	0.0000		true	false	false	200.0000	false	false	1.0000	false	512139174			cast_up_short	0.0000	0.0000	wh_abilities_generic_buff_wom_no_ring	wh_abilities_generic_buff_wom_no_ring				0.0000		power_of_darkness	wh2_main_spell_dark_magic_power_of_darkness		vo_battle_special_ability_spell_cast_positive	0.0000	100.0000				false	false	true	true				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true					
hkrul_sayl_staff	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	512139175				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					
hkrul_swyrd_axe	25.0000	120.0000	1	0.0000	false	0	0	false	125.0000		false	false	true	-1.0000	false	false	5.0000	false	512139176	wh3_main_cataclysm_heavens_thorsens_thunderstorm			0.0000	0.0000	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment				0.0000		aoe_bombardment	wh3_main_ability_modular		vo_battle_special_ability_generic_response	0.0000	375.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	3	false	1.0000		true		Thorsens_Thunderstorm			
hkrul_akkorak_horse	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	512139177				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					
hkrul_swyrd_helm	10.0000	110.0000	3	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	512139178				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_lord_ability		vo_battle_special_ability_generic_response	100.0000	100.0000				false	false	true	false				false	false	false	false	false		invulnerable	false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_drenok_greataxe	25.0000	100.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	512139179				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	150.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_lokjar_skull	-1.0000	60.0000	3	0.0000	false	0	0	false	0.0000	wh2_dlc10_unit_abilities_frost_breath	false	true	false	90.0000	false	false	1.1000	false	512139180			cast_forward_short	0.0000	0.0000	wh_spell_generic_missiles	wh_spell_generic_missiles				0.0000		projectile_explosive_ap	wh_main_spell_bound_fireball	fire_short	vo_battle_special_ability_spell_cast_negative	0.0000	150.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_unit	1	false	1.0000		true					
hkrul_sayl_warp	25.0000	100.0000	3	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	512139181				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	150.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_uzul_cry	30.0000	95.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	1.0000	false	512139182				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_hero		vo_battle_special_ability_generic_response	150.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true					
hkrul_uzul_pas_drum	-1.0000	-1.0000	-1	35.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	512139183				0.0000	0.0000	wh_abilities_generic_regeneration					0.0000					vo_battle_special_ability_generic_response	75.0000	75.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true					
hkrul_uzul_drum	30.0000	80.0000	-1	45.0000	true	-1	-1	false	0.0000		false	false	false	0.0000	false	false	0.1000	false	512139184			cast_up_short	0.0000	0.0000	wh_abilities_generic_buff					0.0000		augment_melee_area	wh_group_lord_ability		vo_battle_special_ability_generic_response	100.0000	50.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		false					
hkrul_sarg_sword	9.0000	48.0000	3	0.0000	false	0	0	false	0.0000		false	true	true	200.0000	false	false	5.0000	false	512139185	wh3_main_spell_slaanesh_slicing_shards		cast_up_long	0.0000	0.0000	wh_spell_generic_bombardment	wh_spell_generic_bombardment	wh_spell_generic_bombardment_active			0.0000		aoe_bombardment	wh3_main_ability_modular	slaanesh_long	vo_battle_special_ability_spell_cast_negative	0.0000	200.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	2	false	1.0000		true	Slaanesh	Slaanesh			
hkrul_sarg_riders	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	512139186				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					
hkrul_sarg_marauder	-1.0000	-1.0000	-1	0.0000	true	0	0	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	512139187				0.0000	0.0000						0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true					
