unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
hkrul_verdandi		-1	hero	1	false	hkrul_verdandi	1	0	1000	wh_main_shp_transport	1	1	1	1150	212	heavy		0	39350253	false	wh2_dlc11_vo_culture_Vampire_Coast	hkrul_norsca_missile_bow_hero	0	true	vamp_lord		true		800.0000	0.0000	false	vo_culture_None	true	wh2_mod_vo_actor_VampireCoast_Verdandi	0	true	false	0	false	false		0.0000	false	1	false
hkrul_kolsveinn		-1	hero	1	false	hkrul_kolsveinn	1	0	985	wh_main_shp_transport	1	1	1	1000	250	heavy		0	39350254	false	wh3_main_vo_culture_Khorne	chs_exalted_hero	0	true	chaos_warrior_30_degrees		true		900.0000	0.0000	false	vo_culture_None	true	wh3_mod_vo_actor_Khorne_Kolsveinn	0	true	false	0	false	false		0.0000	false	1	false
hkrul_swyrd		-1	hero	1	false	hkrul_swyrd	1	0	1150	wh_main_shp_transport	1	1	1	1000	321	heavy		0	39350255	false	wh_dlc08_vo_culture_Norsca	chs_exalted_hero	0	true	chs_archaon		true		650.0000	0.0000	false	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		0.0000	false	1	false
hkrul_lokjar		-1	hero	1	false	hkrul_lokjar	1	0	1000	wh_main_shp_transport	1	1	1	1150	212	heavy		0	39350256	false	wh_main_vo_culture_Chaos	hero_infantry_axe	0	true	chaos_warrior_30_degrees		true		800.0000	0.0000	false	vo_culture_None	true	wh_mod_vo_actor_Chaos_Lokjar	0	true	false	0	false	false		0.0000	false	1	false
hkrul_lokjar_horse		-1	hero	1	false	hkrul_lokjar_horse	1	0	1100	wh_main_shp_transport	1	1	1	1350	220	heavy		0	39350257	false	wh_main_vo_culture_Chaos	lord_cavalry	0	true	chaos_warrior_30_degrees	wh_dlc08_cam_mnt_nor_norscan_warhorse	true		900.0000	0.0000	false	vo_culture_None	true	wh_mod_vo_actor_Chaos_Lokjar	0	true	false	0	false	false		0.0000	false	1	false
hkrul_lokjar_chariot		-1	hero	1	false	hkrul_lokjar_chariot	2	0	1300	wh_main_shp_transport	1	1	2	1550	275	heavy		0	39350258	false	wh_main_vo_culture_Chaos	lord_chariot	0	true	chaos_warrior_30_degrees	wh_dlc08_cam_mnt_nor_marauder_chariot	true		1100.0000	0.0000	false	vo_culture_None	true	wh_mod_vo_actor_Chaos_Lokjar	0	true	false	0	false	false		0.0000	false	1	false
hkrul_hakka		-1	lord	1	false	hkrul_hakka	1	0	925	wh_main_shp_transport	1	1	1	700	295	heavy		0	39350259	false	wh3_main_vo_culture_Khorne	lord_axe_dual	0	true	chaos_warrior_30_degrees		true		700.0000	0.0000	true	vo_culture_None	true	wh3_mod_vo_actor_Khorne_Hakka	0	true	false	0	false	false		0.0000	false	1	false
hkrul_hakka_chariot		-1	lord	1	false	hkrul_hakka_chariot	2	0	1250	wh_main_shp_transport	1	1	2	1300	325	heavy		0	393502591	false	wh3_main_vo_culture_Khorne	lord_chariot	0	true	chaos_warrior_30_degrees	wh2_dlc20_cam_mnt_dae_gorebeast_chariot	true		1250.0000	0.0000	true	vo_culture_None	true	wh3_mod_vo_actor_Khorne_Hakka	0	true	false	0	false	false		0.0000	false	1	false
hkrul_hakka_juggernaut		-1	lord	1	false	hkrul_hakka_juggernaut	1	0	1300	wh_main_shp_transport	1	1	1	1400	350	heavy		0	393502592	false	wh3_main_vo_culture_Khorne	lord_cavalry	0	true	chaos_warrior_30_degrees	wh3_dlc20_cam_mnt_mkho_juggernaut	true		1250.0000	0.0000	true	vo_culture_None	true	wh3_mod_vo_actor_Khorne_Hakka	0	true	false	0	false	false		0.0000	false	1	false
hkrul_oda		-1	hero	1	false	hkrul_oda	1	0	1000	wh_main_shp_transport	1	1	1	1150	212	heavy		0	39350260	false	wh2_main_vo_culture_Dark_Elves	hkrul_norsca_javelin_hero	0	true	emp_general_foot		true		600.0000	200.0000	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Death_Hag	0	true	false	0	false	false		0.0000	false	1	false
hkrul_oda_horse		-1	hero	1	false	hkrul_oda_horse	1	1	1200	wh_main_shp_transport	1	1	1	1200	250	heavy		0	393502601	false	wh2_main_vo_culture_Dark_Elves	wh2_main_lord_cavalry_hybrid	0	true	emp_general_foot	wh_main_cam_mnt_nor_warhorse	true		800.0000	400.0000	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Death_Hag	0	true	false	0	false	false		0.0000	false	1	false
hkrul_oda_manticore		-1	hero	1	false	hkrul_oda_manticore	1	1	1600	wh_main_shp_transport	1	1	1	1750	275	heavy		0	393502602	false	wh2_main_vo_culture_Dark_Elves	lord_dragon	0	true	emp_general_foot	wh_main_cam_mnt_chs_manticore	true		1000.0000	600.0000	false	vo_culture_None	true	wh2_main_vo_actor_Dark_Elves_Death_Hag	0	true	false	0	false	false		0.0000	false	1	false
hkrul_hrothgar		-1	lord	1	false	hkrul_hrothgar	1	0	1700	wh_main_shp_transport	1	1	1	2500	512	heavy		0	39350261	false	wh3_main_vo_culture_Khorne	lord_infantry_axe	0	true	chaos_warrior_30_degrees		true		600.0000	0.0000	true	vo_culture_None	true	wh_mod_vo_actor_Khorne_Hrothgar	0	true	false	0	false	false		0.0000	false	1	false
hkrul_rafn		-1	hero	1	false	hkrul_rafn	1	0	910	wh_main_shp_transport	1	1	1	700	278	heavy		0	39350262	false	wh_main_vo_culture_Chaos	hero_infantry_axe	0	true	ogre_tyrant		true		700.0000	0.0000	false	vo_culture_None	true	wh_mod_vo_actor_Chaos_Rafn	0	true	false	0	false	false		0.0000	false	1	false
hkrul_uzul		-1	hero	1	false	hkrul_uzul	1	0	900	wh_main_shp_transport	1	1	1	1150	212	heavy		0	39350263	false	wh_dlc08_vo_culture_Norsca	hkrul_norsca_drummer_hero	0	true	chaos_warrior_30_degrees		true		800.0000	0.0000	false	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		0.0000	false	1	false
hkrul_sarg		-1	lord	1	false	hkrul_sarg	1	0	1000	wh_main_shp_transport	1	1	1	700	200	heavy		0	39350264	false	wh3_main_vo_culture_Slaanesh	lord_infantry_sword	0	true	chaos_warrior_30_degrees		true		700.0000	0.0000	true	vo_culture_None	true	wh3_mod_vo_actor_Slaanesh_Sargath	0	true	false	0	false	false		0.0000	false	1	false
hkrul_sarg_horse		-1	lord	1	false	hkrul_sarg_horse	1	0	1100	wh_main_shp_transport	1	1	1	1350	220	heavy		0	39350265	false	wh3_main_vo_culture_Slaanesh	lord_cavalry	0	true	chaos_warrior_30_degrees	wh3_dlc20_cam_mnt_chs_chaos_steed_msla_lord	true		900.0000	0.0000	true	vo_culture_None	true	wh3_mod_vo_actor_Slaanesh_Sargath	0	true	false	0	false	false		0.0000	false	1	false
hkrul_sarg_chariot		-1	lord	1	false	hkrul_sarg_chariot	2	0	1400	wh_main_shp_transport	1	1	2	1500	325	heavy		0	39350266	false	wh3_main_vo_culture_Slaanesh	lord_chariot	0	true	chaos_warrior_30_degrees	wh3_dlc20_cam_mnt_chs_chariot_slaanesh	true		1400.0000	0.0000	true	vo_culture_None	true	wh3_mod_vo_actor_Slaanesh_Sargath	0	true	false	0	false	false		0.0000	false	1	false
hkrul_sarg_exalted_seeker_chariot		-1	lord	1	false	hkrul_sarg_exalted_seeker_chariot	2	0	1500	wh_main_shp_transport	1	1	2	1600	400	medium		0	39350267	false	wh3_main_vo_culture_Slaanesh	lord_chariot	0	true	sla_general_foot	wh3_main_cam_mnt_sla_exalted_seeker_chariot	true		1600.0000	0.0000	true	vo_culture_None	true	wh3_mod_vo_actor_Slaanesh_Sargath	0	true	false	2	false	false	false	0.0000	false	1	false
hkrul_surtha_ek		-1	lord	1	false	hkrul_surtha_ek	1	0	800	wh_main_shp_transport	1	1	1	800	200	heavy		0	39350268	false	wh_main_vo_culture_Chaos	hkrul_norsca_whip_lord	0	true	chaos_warrior_30_degrees		true		800.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Chaos_MarauderChieftain	0	true	false	0	false	false		0.0000	false	1	false
hkrul_surtha_ek_chariot		-1	lord	1	false	hkrul_surtha_ek_chariot	2	0	1200	wh_main_shp_transport	1	1	2	1200	275	heavy		0	393502681	false	wh_main_vo_culture_Chaos	lord_chariot	0	true	chaos_warrior_30_degrees	wh_dlc08_cam_mnt_nor_marauder_chariot	true		1200.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Chaos_MarauderChieftain	0	true	false	0	false	false		0.0000	false	1	false
scm_norsca_huern		-1	lord	1	false	scm_norsca_huern	1	0	850	wh_main_shp_transport	1	1	1	1000	300	heavy		0	19101991	false	wh_dlc08_vo_culture_Norsca	wh2_main_infantry_dual_swords	0	true	wef_infantry_45_degrees		true		425.0000	0.0000	true	vo_culture_None	true	scm_norsca_huern	0	true	false	0	false	false		0.0000	true	1	false
scm_norsca_huern_wolf		-1	lord	1	false	scm_norsca_huern_wolf	1	0	1150	wh_main_shp_transport	1	1	1	1150	300	heavy		0	229508215	false	wh_dlc08_vo_culture_skin_wolf_werekin	wh_dlc08_nor_skin_wolf_werekin	0	true	nor_skin_wolves		true		1200.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	true	false	2	false	false		0.0000	true	1	false
nor_skin_wolf_lord		-1	lord	1	false	nor_skin_wolf_lord	1	0	1200	wh_main_shp_transport	1	1	1	1200	298	heavy		0	497904968	false	wh_dlc08_vo_culture_skin_wolf_werekin	nor_skin_wolf_lord	0	true	nor_skin_wolves		true		1200.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_default	0	true	false	0	false	false		0.0000	true	1	false
nor_skin_wolf_lord_02		-1	lord	1	false	nor_skin_wolf_lord_02	1	0	1200	wh_main_shp_transport	1	1	1	1200	298	heavy		0	497904967	false	wh_dlc08_vo_culture_skin_wolf_werekin	nor_skin_wolf_lord	0	true	nor_skin_wolves		true		1200.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_default	0	true	false	0	false	false		0.0000	true	1	false
nor_skin_wolf_lord_03		-1	lord	1	false	nor_skin_wolf_lord_03	1	0	1200	wh_main_shp_transport	1	1	1	1200	298	heavy		0	497904976	false	wh_dlc08_vo_culture_skin_wolf_werekin	nor_skin_wolf_lord	0	true	nor_skin_wolves		true		1200.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_default	0	true	false	0	false	false		0.0000	true	1	false
scm_norsca_ulsdau		-1	hero	1	false	scm_norsca_ulsdau	1	0	1250	wh_main_shp_transport	1	1	1	1250	288	heavy		0	989126	false	wh_dlc08_vo_culture_skin_wolf_werekin	scm_norsca_ulsdau	0	true	nor_scm_norsca_ulsdau		true		1200.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_default	0	true	true	2	false	false		0.0000	true	1	false
scm_norsca_asta		-1	hero	1	false	scm_norsca_asta	1	0	850	wh_main_shp_transport	1	1	1	1250	301	heavy		0	989121	false	wh_dlc05_vo_culture_Wood_Elves	scm_norsca_asta	0	true	emp_general_foot		true		450.0000	350.0000	false	wh_dlc05_vo_culture_Wood_Elves	true	wh2_dlc16_vo_actor_Wood_Elves_GladeCaptain	0	true	false	2	false	false		0.0000	false	1	false
scm_norsca_asta_02		-1	hero	1	false	scm_norsca_asta_02	1	0	1350	wh_main_shp_transport	1	1	1	1250	363	heavy		0	989122	false	wh_dlc05_vo_culture_Wood_Elves	scm_norsca_asta_02	0	true	nor_scm_norsca_asta_mounted	wolftribe_cam_mnt_gjalfr	true		600.0000	350.0000	false	wh_dlc05_vo_culture_Wood_Elves	true	wh2_dlc16_vo_actor_Wood_Elves_GladeCaptain	0	true	false	2	false	false		0.0000	false	1	false
scm_norsca_alfkael		-1	hero	1	false	scm_norsca_alfkael	1	0	600	wh_main_shp_transport	1	1	1	1000	301	medium		0	497904978	false	wh_dlc08_vo_culture_Norsca	scm_norsca_alfkael	0	true	emp_general_foot		true		550.0000	0.0000	false	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Shaman_Sorcerer	0	true	false	0	false	false		0.0000	true	1	false
scm_norsca_alfkael_wolf		-1	lord	1	false	scm_norsca_alfkael_wolf	1	0	1150	wh_main_shp_transport	1	1	1	1150	288	heavy		0	229508215	false	wh_dlc08_vo_culture_skin_wolf_werekin	wh_dlc08_nor_skin_wolf_werekin	0	true	nor_skin_wolves		true		1200.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	true	false	2	false	false		0.0000	true	1	false
hkrul_graill		-1	hero	1	false	hkrul_graill	1	0	1250	wh_main_shp_transport	1	1	1	1150	288	heavy		0	497904977	false	wh_dlc08_vo_culture_skin_wolf_werekin	scm_norsca_ulsdau	0	true	nor_scm_norsca_ulsdau		true		1200.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_default	0	true	true	1	false	false		0.0000	true	1	false
