unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
wolftribe_nor_inf_wolf_champions_ror_0		1	melee_infantry	1	false	wolftribe_nor_inf_wolf_champions_ror_0	16	0	1800	wh_main_shp_transport	1	1	80	1800	475	heavy		0	true	wh_main_vo_culture_Chaos	infantry_sword	3	false	chaos_warrior_30_degrees		false		1500.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Chaos_Marauder	0	true	false	1	false	false		0.0000	true	1	true
wolftribe_nor_inf_wolfguard_honorguard		1	melee_infantry	1	false	wolftribe_nor_inf_wolfguard_honorguard	100	0	1500	wh_main_shp_transport	1	1	100	1500	0	heavy		0	true	wh_main_vo_culture_Chaos	infantry_sword_great	3	false	chaos_warrior_30_degrees		false		1250.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Chaos_Marauder	0	true	false	1	false	false		0.0000	true	1	false
rhox_bjornling_huscarl		4	melee_infantry	2	false	rhox_bjornling_huscarl	100	0	1350	wh_main_shp_transport	1	1	100	1300	378	heavy		0	true	wh_main_vo_culture_Chaos	infantry_axe	4	false	chaos_warrior_30_degrees		false		1350.0000	0.0000	false	vo_culture_None	false	wh_main_vo_actor_Chaos_Marauder	0	true	false	4	false	false		0.0000	true	1	false
rhox_bjornling_huscarl_ror		1	melee_infantry	2	false	rhox_bjornling_huscarl_ror	100	0	1750	wh_main_shp_transport	1	1	100	1800	494	heavy		0	true	wh_main_vo_culture_Chaos	infantry_axe	5	true	chaos_warrior_30_degrees		false		1600.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Chaos_Marauder	0	true	false	1	false	false		0.0000	true	1	true
hkrul_birna_river_trolls		-1	monstrous_infantry	1	false	hkrul_birna_river_trolls	16	0	900	wh_main_shp_transport	1	1	16	900	225	very_heavy		0	true	wh_main_vo_culture_Troll	monstrous_infantry	3	false	grn_river_trolls		false		900.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true	1	false
rhox_bjornling_maneater		4	monstrous_infantry	1	false	rhox_bjornling_maneater	16	0	1300	wh_main_shp_transport	1	1	16	1200	298	very_heavy		0	true	wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous	3	false	ogre_infantry		false		1200.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	true	1	false
rhox_bjornling_maneater_ironfist		2	monstrous_infantry	1	false	rhox_bjornling_maneater_ironfist	16	0	1400	wh_main_shp_transport	1	1	16	1300	312	very_heavy		0	true	wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous_ironfist	3	false	ogre_infantry		false		1300.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	true	1	false
rhox_bjornling_maneater_great_weapon		2	monstrous_infantry	1	false	rhox_bjornling_maneater_great_weapon	16	0	1500	wh_main_shp_transport	1	1	16	1400	321	very_heavy		0	true	wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous_great_weapons	4	false	ogre_infantry		false		1400.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	true	1	false
hkrul_norsca_ymir		-1	monster	1	false	hkrul_norsca_ymir	1	0	1100	wh_main_shp_transport	1	1	1	1150	251	heavy		0	true	wh_dlc08_vo_culture_skin_wolf_werekin	monstrous_infantry	3	true	cst_animated_hulks		true		1400.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	3	false	false		0.0000	true	1	false
hkrul_norsca_ymir_ror		1	monster	1	false	hkrul_norsca_ymir_ror	1	0	1600	wh_main_shp_transport	1	1	1	1550	301	heavy		0	true	wh_dlc08_vo_culture_skin_wolf_werekin	monstrous_infantry	3	true	cst_animated_hulks		true		1400.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	3	false	false		0.0000	true	1	true
hkrul_bear_summon		-1	war_beast	1	false	hkrul_bear_summon	1	0	800	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh3_main_vo_culture_Elemental_Bear	war_beast	0	true	hkrul_bear_summon		true		200.0000	500.0000	false	vo_culture_None	true	wh_main_vo_actor_default	0	false	true	2	false	false		0.0000	false	1	false
hkrul_skraevold		1	monster	1	false	hkrul_skraevold	1	1	1150	wh_main_shp_transport	1	1	1	1150	386	heavy		0	true	wh3_dlc26_vo_culture_bloodbeast	kho_bloodbeast_of_khorne	4	true	wh3_dlc26_kho_bloodbeasts_of_khorne		true		1000.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_default	0	true	true	1	false	false		0.0000	true	1	true
hkrul_godi		1	monster	1	false	hkrul_godi	1	1	1150	wh_main_shp_transport	1	1	1	1150	322	heavy		0	true	wh_main_vo_culture_Troll	monstrous_infantry	4	true	nur_great_unclean_one		true		1000.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_default	0	true	true	1	false	false		0.0000	true	1	true
hkrul_norsca_harpoon_ror		-1	warmachine	1	false	hkrul_norsca_harpoon_ror	40	0	1050	wh_main_shp_transport	1	1	5	700	175	very_heavy		0	true	wh_main_vo_culture_Chaos	wh_dlc06_bolt_thrower	3	true	chaos_warrior_30_degrees		false		175.0000	900.0000	true	vo_culture_None	true	wh_main_vo_actor_Chaos_Marauder	0	true	false	6	false	false		0.0000	true	1	true
