building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
rhox_adella_dae_temple_sla_4	wh3_main_effect_corruption_slaanesh_buildings		region_to_province_own_unseen	8.0000	4.0000	0.0000
rhox_adella_dae_temple_sla_4	wh_main_effect_economy_gdp_manufacture	PublicOrderGreaterThan50	building_to_building_own	250.0000	125.0000	0.0000
rhox_adella_dae_temple_sla_4	wh_main_effect_force_all_campaign_replenishment_rate		building_to_army_own_provincewide	4.0000	1.0000	0.0000
rhox_adella_dae_temple_sla_5	wh3_main_effect_corruption_slaanesh_buildings		region_to_province_own_unseen	10.0000	5.0000	0.0000
rhox_adella_dae_temple_sla_5	wh_main_effect_economy_gdp_manufacture	PublicOrderGreaterThan50	building_to_building_own	300.0000	150.0000	0.0000
rhox_adella_dae_temple_sla_5	wh_main_effect_force_all_campaign_replenishment_rate		building_to_army_own_provincewide	5.0000	1.0000	0.0000
rhox_adella_dae_temple_tze_1	wh3_main_effect_corruption_tzeentch_buildings		region_to_province_own_unseen	2.0000	1.0000	0.0000
rhox_adella_dae_temple_tze_1	wh_main_effect_economy_gdp_manufacture	WoMGreaterThan4	building_to_building_own	100.0000	50.0000	0.0000
rhox_adella_dae_temple_tze_1	wh_main_effect_force_all_campaign_replenishment_rate		building_to_army_own_provincewide	1.0000	1.0000	0.0000
rhox_adella_dae_temple_tze_2	wh3_main_effect_corruption_tzeentch_buildings		region_to_province_own_unseen	4.0000	2.0000	0.0000
rhox_adella_dae_temple_tze_2	wh_main_effect_economy_gdp_manufacture	WoMGreaterThan4	building_to_building_own	150.0000	75.0000	0.0000
rhox_adella_dae_temple_tze_2	wh_main_effect_force_all_campaign_replenishment_rate		building_to_army_own_provincewide	2.0000	1.0000	0.0000
rhox_adella_dae_temple_tze_3	wh3_main_effect_corruption_tzeentch_buildings		region_to_province_own_unseen	6.0000	3.0000	0.0000
rhox_adella_dae_temple_tze_3	wh_main_effect_economy_gdp_manufacture	WoMGreaterThan4	building_to_building_own	200.0000	100.0000	0.0000
rhox_adella_dae_temple_tze_3	wh_main_effect_force_all_campaign_replenishment_rate		building_to_army_own_provincewide	3.0000	1.0000	0.0000
rhox_adella_dae_temple_tze_4	wh3_main_effect_corruption_tzeentch_buildings		region_to_province_own_unseen	8.0000	4.0000	0.0000
rhox_adella_dae_temple_tze_4	wh_main_effect_economy_gdp_manufacture	WoMGreaterThan4	building_to_building_own	250.0000	125.0000	0.0000
rhox_adella_dae_temple_tze_4	wh_main_effect_force_all_campaign_replenishment_rate		building_to_army_own_provincewide	4.0000	1.0000	0.0000
rhox_adella_dae_temple_tze_5	wh3_main_effect_corruption_tzeentch_buildings		region_to_province_own_unseen	10.0000	5.0000	0.0000
rhox_adella_dae_temple_tze_5	wh_main_effect_economy_gdp_manufacture	WoMGreaterThan4	building_to_building_own	300.0000	150.0000	0.0000
rhox_adella_dae_temple_tze_5	wh_main_effect_force_all_campaign_replenishment_rate		building_to_army_own_provincewide	5.0000	1.0000	0.0000
rhox_adella_dae_temple_kho_1	rhox_adella_corruption_higher_units_khorne_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_kho_2	rhox_adella_corruption_higher_units_khorne_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_kho_3	rhox_adella_corruption_higher_units_khorne_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_kho_4	rhox_adella_corruption_higher_units_khorne_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_kho_5	rhox_adella_corruption_higher_units_khorne_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_nur_1	rhox_adella_corruption_higher_units_nurgle_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_nur_2	rhox_adella_corruption_higher_units_nurgle_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_nur_3	rhox_adella_corruption_higher_units_nurgle_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_nur_4	rhox_adella_corruption_higher_units_nurgle_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_nur_5	rhox_adella_corruption_higher_units_nurgle_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_sla_1	rhox_adella_corruption_higher_units_slaanesh_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_sla_2	rhox_adella_corruption_higher_units_slaanesh_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_sla_3	rhox_adella_corruption_higher_units_slaanesh_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_sla_4	rhox_adella_corruption_higher_units_slaanesh_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_sla_5	rhox_adella_corruption_higher_units_slaanesh_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_tze_1	rhox_adella_corruption_higher_units_tzeentch_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_tze_2	rhox_adella_corruption_higher_units_tzeentch_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_tze_3	rhox_adella_corruption_higher_units_tzeentch_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_tze_4	rhox_adella_corruption_higher_units_tzeentch_dummy		building_to_building_own	1.0000	1.0000	0.0000
rhox_adella_dae_temple_tze_5	rhox_adella_corruption_higher_units_tzeentch_dummy		building_to_building_own	1.0000	1.0000	0.0000
