key	requires_effect_enabling	icon_name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	superseded_abilities_set	is_hidden_in_ui_for_enemy
hkrul_drenok_wolf_dummy	true	hkrul_drenok_wolf		wh_type_augment		wh_main_anc_group_rare	false	true	unit		true
hkrul_drenok_blast	true	hkrul_drenok_frost		wh_type_explosion		wh_main_anc_group_rare	true	false	active		false
hkrul_drenok_breath	true	hkrul_drenok_missile		wh_type_breath		wh_main_anc_group_rare	true	false	bound		false
hkrul_drenok_frostwyrm	true	hkrul_drenok_frostwyrm		wh_type_augment		wh_main_anc_group_rare	true	false	passive		false
hkrul_einar_steelfist	true	hkrul_einar_steelfist		wh_type_explosion		wh_main_anc_group_rare	true	false	active		false
hkrul_einar_fury	true	hkrul_einar_fury		wh_type_augment		wh_main_anc_group_rare	true	false	passive		false
hkrul_kolsvein_spit	true	hkrul_kolsvein_spit		wh_type_magic_missile		wh_main_anc_group_uncommon	true	false	active		false
hkrul_kolsvein_sword	true	hkrul_kolsvein_sword		wh_type_augment		wh_main_anc_group_uncommon	true	false	active		false
hkrul_rafn_axe	true	hkrul_rafn_axe		wh_type_augment		wh_main_anc_group_uncommon	true	false	active		false
hkrul_sayl_mist	true	hkrul_sayl_mist		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	active		false
hkrul_nightmaw_wither	false	hkrul_nightmaw_wither		wh_type_area_of_direct_damage		wh_main_anc_group_rare	false	false	passive		false
hkrul_sayl_teeth	true	hkrul_sayl_teeth		wh_type_augment_of_the_winds		wh_main_anc_group_rare	true	false	active		false
hkrul_sayl_staff	true	hkrul_sayl_staff		wh_type_augment		wh_main_anc_group_rare	true	false	passive		false
hkrul_swyrd_axe	false	hkrul_swyrd_axe		wh_type_bombardment		wh_main_anc_group_unique	true	false	bound		false
hkrul_akkorak_horse	true	hkrul_akkorak_horse		wh_type_augment		wh_main_anc_group_rare	true	false	passive		false
hkrul_swyrd_helm	false	hkrul_swyrd_helm		wh_type_augment		wh_main_anc_group_rare	true	false	active		false
hkrul_drenok_greataxe	true	hkrul_drenok_axe		wh_type_augment		wh_main_anc_group_rare	true	false	active		false
hkrul_lokjar_skull	true	hkrul_lokjar_gorger		wh_type_magic_missiles		wh_main_anc_group_rare	false	false	active		false
hkrul_sayl_warp	true	hkrul_sayl_warp		wh_type_augment		wh_main_anc_group_rare	true	false	active		false
hkrul_uzul_cry	true	hkrul_uzul_cry		wh_type_augment		wh_main_anc_group_rare	true	false	active		false
hkrul_uzul_pas_drum	true	hkrul_uzul_drum2		wh_type_area_of_regeneration		wh_main_anc_group_rare	true	false	passive		false
hkrul_uzul_drum	true	hkrul_uzul_drum1		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	active		false
hkrul_sarg_sword	true	hkrul_sarg_sword		wh_type_bombardment		wh_main_anc_group_unique	true	false	bound		false
hkrul_sarg_riders	true	hkrul_sarg_rider		wh_type_augment		wh_main_anc_group_rare	true	false	passive		false
hkrul_sarg_marauder	true	hkrul_sarg_marauder		wh_type_augment		wh_main_anc_group_rare	false	false	passive		false
hkrul_surtha_ek_speed_up	true	hkrul_ek_speed		wh_type_augment		wh_main_anc_group_rare	true	false	active		false
hkrul_ulfric_wall_formation	false	hkrul_ulfric_wall_formation		wh_type_formation		wh_main_anc_group_uncommon	false	false	active		false
hkrul_ulfric_axe_formation	false	hkrul_bulwark_axes		wh_type_augment		wh_main_anc_group_rare	false	false	passive		false
wh_main_lord_abilities_blessing_of_the_hound	false	hkrul_wolf_form		wh_type_transform		wh_main_anc_group_unique	false	false	active		false
wh_main_lord_abilities_wolf_regular	false	hkrul_wolf_human		wh_type_transform		wh_main_anc_group_unique	false	false	active		false
ice_wolves_summon	true	wh_dlc05_lord_ablities_grey_wolves		wh_type_summon_unit		wh_main_anc_group_unique	true	false	lord		false
terrifying_howl	false	hkrul_wolf_howl		wh_type_area_of_hexes		wh_main_anc_group_uncommon	false	false	active		false
wolftribe_ability_my_mother	false	hkrul_wolf_song		wh_type_augment		wh_main_anc_group_uncommon	true	false	passive		false
wolftribe_ability_rally_the_tribe	true	hkrul_wolf_horn		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	active		false
wh_main_lord_abilities_blessing_of_the_scm_norsca_alfkael	false	wh_main_lord_abilities_blessing_of_the_hound		wh_type_transform		wh_main_anc_group_unique	false	false	active		false
wh_main_lord_abilities_scm_norsca_alfkael_regular	false	hkrul_wolf_human		wh_type_transform		wh_main_anc_group_unique	false	false	active		false
wolftribe_abilities_child_of_frigustrex	true	wolftribe_abilities_child_of_frigustrex		wh_type_summon_unit		wh_main_anc_group_rare	true	false	active		false
wolftribe_abilities_bitter_aura	true	hkrul_alfkael_aura		wh_type_area_of_hexes		wh_main_anc_group_rare	true	false	passive		false
wolftribe_abilities_frostaxe_aura	true	hkrul_wolf_frostaxe		wh_type_augment		wh_main_anc_group_rare	true	false	passive		false
wolftribe_abilities_fireaxe_aura	true	hkrul_wolf_fire		wh_type_augment		wh_main_anc_group_rare	true	false	passive		false
wolftribe_summon_champions	true	scm_norsca_asta_honorguard		wh_type_summon_unit		wh_main_anc_group_unique	true	false	active		false
rhox_huscarl_shield_wall	false	wh2_main_item_passive_shield_of_ghrond		wh_type_augment		wh_main_anc_group_uncommon	true	false	passive		false
hkrul_surtha_ek_whip	true	hkrul_ek_whip		wh_type_vortex		wh_main_anc_group_rare	true	false	active		false
hkrul_grail_blood_frenzy	true	hkrul_wolf_blood_frenzy		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	active		false
hkrul_wolf_bite	true	hkrul_wolf_bite		wh_type_direct_damage		wh_main_anc_group_rare	true	false	active		false
hkrul_wolf_stance	true	hkrul_wolf_stance		wh_type_augment		wh_main_anc_group_rare	true	false	passive		false
hkrul_wolf_scratch	true	hkrul_wolf_scratch		wh_type_augment		wh_main_anc_group_rare	true	false	passive		false
hkrul_wolf_track	true	hkrul_wolf_trail		wh_type_augment		wh_main_anc_group_rare	true	false	passive		false
hkrul_wolf_moon	true	hkrul_wolf_moon		wh_type_augment		wh_main_anc_group_unique	true	false	active		false
hkrul_hrothgar_passive	true	hkrul_hrothgar_passive		wh_type_augment		wh_main_anc_group_unique	true	false	passive		false
hkrul_hrothgar_god	true	hkrul_hrothgar_god		wh_type_augment		wh_main_anc_group_unique	true	false	active		false
hkrul_ice_golem_stance	false	hkrul_ice_golem_stance		wh_type_regeneration		wh_main_anc_group_rare	true	false	passive		false
hkrul_ice_golem_walk	false	hkrul_ice_golem_lesser		wh_type_augment		wh_main_anc_group_uncommon	true	false	passive		false
hkrul_wolf_walk	false	hkrul_wolf_walk		wh_type_augment		wh_main_anc_group_rare	true	false	passive		false
hkrul_asta_arrow	true	hkrul_asta_arrow		wh_type_augment		wh_main_anc_group_uncommon	true	false	active		false
hkrul_asta_food	true	hkrul_asta_food		wh_type_area_of_regeneration		wh_main_anc_group_rare	true	false	active		false
hkrul_asta_food_passive	true	hkrul_asta_food_passive		wh_type_area_of_regeneration		wh_main_anc_group_rare	true	false	passive		false
hkrul_adella_fishbrain	false	hkrul_adella_fishbrain		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	passive		false
hkrul_dodvakt_bite	false	hkrul_dodvakt_bite		wh_type_augment		wh_main_anc_group_rare	true	false	passive		false
hkrul_ulfric_pas_shield	true	hkrul_ulfric_pas_shield		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	passive		false
hkrul_norsca_kraken_bound	true	wh2_dlc11_spell_deep_krakens_pull		wh_type_vortex		wh_main_anc_group_rare	true	false	bound		false
hkrul_harald_king	true	hkrul_harald_king		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	passive		false
