key	man_animations_table	variant	battle_entity	battle_entity_stats	autonomous_rider_hero	autonomous_rider_can_shoot_in_melee	can_only_be_used_by_draught
sarl_longship_crew_right_upper_1	hu1c_sarl_archer_wm	hkrul_sarl_hunters	wh_main_infantry_rider	mod_sarl_hunter_longship	false	true	false
sarl_longship_crew_right_0	hu1c_sarl_archer_wm	hkrul_sarl_hunters	wh_main_infantry_rider	mod_sarl_hunter_longship	false	true	false
sarl_longship_crew_right_1	hu1c_sarl_archer_wm	hkrul_sarl_hunters	wh_main_infantry_rider	mod_sarl_hunter_longship	false	true	false
sarl_longship_crew_right_2	hu1c_sarl_archer_wm	hkrul_sarl_hunters	wh_main_infantry_rider	mod_sarl_hunter_longship	false	true	false
sarl_longship_crew_right_3	hu1c_sarl_archer_wm	hkrul_sarl_hunters	wh_main_infantry_rider	mod_sarl_hunter_longship	false	true	false
sarl_longship_crew_lookout	hu1_generic_staff_and_sword_no_cast_wm	wh_dlc08_nor_cha_shaman_sorcerer	wh_main_infantry_rider		false	true	false
sarl_longship_crew_drummer	hu1c_wh3_kislev_dual_axe	nor_drummer	wh_main_infantry_rider		false	true	false
gra_longship_harald	phy_harald_longship	phy_harald_longship	wh_main_infantry_rider_character		true	true	false
gra_nor_longship_crew_left_0	hu1c_norsca_wb_mammoth_javelin	gra_marauder_javelins_longship	wh_main_infantry_rider	scm_nor_javelin_longship	false	true	false
gra_nor_longship_crew_left_1	hu1c_norsca_wb_mammoth_javelin	gra_marauder_javelins_longship	wh_main_infantry_rider	scm_nor_javelin_longship	false	true	false
gra_nor_longship_crew_left_2	hu1c_norsca_wb_mammoth_javelin	gra_marauder_javelins_longship	wh_main_infantry_rider	scm_nor_javelin_longship	false	true	false
gra_nor_longship_crew_left_3	hu1c_norsca_wb_mammoth_javelin	gra_marauder_javelins_longship	wh_main_infantry_rider	scm_nor_javelin_longship	false	true	false
gra_nor_longship_crew_left_upper_0	hu1c_norsca_wm_chaos_chariot_throwing_axes	gra_marauder_dual_axes_longship	wh_nor_chariot_rider_throwing_axe_180	scm_nor_throwing_axe_longship	false	true	false
gra_nor_longship_crew_left_upper_1	hu1c_norsca_wm_chaos_chariot_throwing_axes	gra_marauder_dual_axes_longship	wh_nor_chariot_rider_throwing_axe_180	scm_nor_throwing_axe_longship	false	true	false
gra_nor_longship_crew_right_upper_0	hu1c_norsca_wm_chaos_chariot_throwing_axes	gra_marauder_dual_axes_longship	wh_nor_chariot_rider_throwing_axe_180	scm_nor_throwing_axe_longship	false	true	false
gra_nor_longship_crew_right_upper_1	hu1c_norsca_wm_chaos_chariot_throwing_axes	gra_marauder_dual_axes_longship	wh_nor_chariot_rider_throwing_axe_180	scm_nor_throwing_axe_longship	false	true	false
gra_nor_longship_crew_right_0	hu1c_norsca_wb_mammoth_javelin	gra_marauder_javelins_longship	wh_main_infantry_rider	scm_nor_javelin_longship	false	true	false
gra_nor_longship_crew_right_1	hu1c_norsca_wb_mammoth_javelin	gra_marauder_javelins_longship	wh_main_infantry_rider	scm_nor_javelin_longship	false	true	false
gra_nor_longship_crew_right_2	hu1c_norsca_wb_mammoth_javelin	gra_marauder_javelins_longship	wh_main_infantry_rider	scm_nor_javelin_longship	false	true	false
gra_nor_longship_crew_right_3	hu1c_norsca_wb_mammoth_javelin	gra_marauder_javelins_longship	wh_main_infantry_rider	scm_nor_javelin_longship	false	true	false
gra_nor_longship_crew_lookout	hu1_empire_staff_and_sword	wh_dlc08_nor_cha_shaman_sorcerer	wh_main_infantry_rider		false	true	false
gra_nor_longship_crew_drummer	hu1c_wh3_kislev_dual_axe	gra_drummer	wh_main_infantry_rider		false	true	false
geimdall_nor_longship_captain	hu1c_wulfrik_hq3_wb_sword_and_shield	hkrul_geimdall	wh_main_infantry_rider		false	true	false
geimdall_nor_longship_crew_left_0	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
geimdall_nor_longship_crew_left_1	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
geimdall_nor_longship_crew_left_2	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
geimdall_nor_longship_crew_left_3	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
geimdall_nor_longship_crew_left_upper_0	hu1c_norsca_wm_chaos_chariot_throwing_axes	bjo_marauder_dual_axes_longship	wh_nor_chariot_rider_throwing_axe_180	wh_nor_throwing_axe_longship	false	true	false
geimdall_nor_longship_crew_left_upper_1	hu1c_norsca_wm_chaos_chariot_throwing_axes	bjo_marauder_dual_axes_longship	wh_nor_chariot_rider_throwing_axe_180	wh_nor_throwing_axe_longship	false	true	false
geimdall_nor_longship_crew_right_upper_0	hu1c_norsca_wm_chaos_chariot_throwing_axes	bjo_marauder_dual_axes_longship	wh_nor_chariot_rider_throwing_axe_180	wh_nor_throwing_axe_longship	false	true	false
geimdall_nor_longship_crew_right_upper_1	hu1c_norsca_wm_chaos_chariot_throwing_axes	bjo_marauder_dual_axes_longship	wh_nor_chariot_rider_throwing_axe_180	wh_nor_throwing_axe_longship	false	true	false
geimdall_nor_longship_crew_right_0	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
geimdall_nor_longship_crew_right_1	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
geimdall_nor_longship_crew_right_2	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
geimdall_nor_longship_crew_right_3	hu1c_norsca_wb_mammoth_javelin	bjo_marauder_javelins_longship	wh_main_infantry_rider	wh_nor_javelin_longship	false	true	false
geimdall_nor_longship_crew_lookout	hu1_empire_staff_and_sword	wh_dlc08_nor_cha_shaman_sorcerer	wh_main_infantry_rider		false	true	false
geimdall_nor_longship_crew_drummer	hu1c_wh3_kislev_dual_axe	nor_drummer	wh_main_infantry_rider		false	true	false
