member	context	faction
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionSkaven_&_Positive	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionTombKings	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionTombKings_&_Negative	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionTombKings_&_Positive	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionVamp	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionVamp_&_Negative	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionVamp_&_Positive	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionWoodElves	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionWoodElves_&_Negative	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_OtherFactionWoodElves_&_Positive	ACTOR	wh_main_nor_sarl
diplomacy_FactionGroup_DE_DreadlordFemale_Faction_RhoxBirna_&_Positive	ACTOR	wh_main_nor_sarl
