member	context	faction
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionNorsca_&_Negative	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionNorsca_&_Positive	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionVamp	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionVamp_&_Negative	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionVamp_&_Positive	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionGenUndead	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionGenUndead_&_Negative	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionGenUndead_&_Positive	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_Positive	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionChaosDaemons	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionChaosDaemons_&_Negative	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionChaosDaemons_&_Positive	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionChaosKho	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionChaosKho_&_Negative	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionChaosKho_&_Positive	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionChaosNur	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionChaosNur_&_Negative	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionChaosNur_&_Positive	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionChaosSla	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionChaosSla_&_Negative	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionChaosSla_&_Positive	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionChaosTze	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionChaosTze_&_Negative	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionChaosTze_&_Positive	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionGreenskinSv	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionGreenskinSv_&_Negative	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionGreenskinSv_&_Positive	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionVampCoast	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionVampCoast_&_Negative	ACTOR	wh3_dlc20_nor_dolgan
diplomacy_Subcult_Norsca_&_FactionSorcLord_&_OtherFactionVampCoast_&_Positive	ACTOR	wh3_dlc20_nor_dolgan
