army_name	unit_name	script_name	number_of_unit
ga_ai_01	hkrul_aesling_inf_marauder_0	ga_ai_01	1
ga_ai_01	hkrul_aesling_inf_marauder_1	ga_ai_01	1
ga_ai_01	hkrul_aesling_inf_hounds	ga_ai_01	1
ga_ai_01	hkrul_aesling_inf_bloodbeast	ga_ai_01	1
ga_ai_01	hkrul_aesling_inf_shrine	ga_ai_01	1
ga_player_ally	hkrul_baerson_inf_marauder_hunters_0_1	ga_player_ally	1
hkrul_baerson_einar_aesling_player	hkrul_baerson_inf_chaos_marauders_0_1		1
hkrul_baerson_einar_aesling_player	hkrul_baerson_inf_marauder_hunters_1_1		3
hkrul_baerson_einar_aesling_player	hkrul_baerson_inf_marauder_spearman_0_1		1
hkrul_baerson_einar_aesling_player	hkrul_baerson_inf_marauder_champions_0_1		4
hkrul_baerson_einar_aesling_player	wh3_dlc24_tze_mon_cockatrice		1
hkrul_baerson_einar_skoroth_player	hkrul_baerson_inf_marauder_champions_1_1		3
hkrul_baerson_einar_skoroth_player	hkrul_baerson_inf_marauder_champions_0_1		3
hkrul_baerson_einar_skoroth_player	hkrul_baerson_inf_marauder_hunters_1_1		2
hkrul_baerson_einar_skoroth_player	hkrul_baerson_inf_marauder_hunters_0_1		2
hkrul_baerson_einar_skoroth_player	hkrul_baerson_inf_marauder_spearman_0_1		1
hkrul_baerson_einar_skoroth_player	hkrul_baerson_inf_chaos_marauders_0_1		1
hkrul_baerson_einar_skoroth_player	hkrul_baerson_inf_chaos_marauders_0_2		1
hkrul_baerson_einar_skoroth_player	wh3_dlc24_tze_mon_cockatrice		1
hkrul_baerson_einar_skoroth_player	wh_dlc08_nor_mon_norscan_giant_0		1
hkrul_baerson_einar_skoroth_player	wh_dlc08_nor_mon_skinwolves_1		2
hkrul_skoroth_nor	rhox_kurgan_champion	kho_enemy	4
hkrul_skoroth_nor	rhox_kurgan_spearman	kho_enemy	2
hkrul_skoroth_nor	rhox_kurgan_javelin	kho_enemy	2
hkrul_skoroth_nor	wh3_dlc20_survival_chs_cav_marauder_horsemen_mnur_throwing_axes	kho_enemy	2
hkrul_skoroth_nor	wh3_dlc20_chs_inf_chaos_warriors_mnur_rank_4	kho_enemy	2
hkrul_skoroth_nur	wh3_main_nur_inf_nurglings_0	nur_enemy	8
hkrul_skoroth_nur	wh3_main_nur_inf_plaguebearers_0	nur_enemy	4
hkrul_skoroth_nur	wh3_main_nur_mon_great_unclean_one_0	nur_enemy	2
hkrul_skoroth_nur	wh3_main_nur_mon_plague_toads_0	nur_enemy	3
hkrul_skoroth_nur	wh3_main_nur_mon_rot_flies_0	nur_enemy	3
hkrul_skoroth_nur2	wh3_dlc20_chs_inf_chosen_mnur	sla_enemy	4
hkrul_skoroth_nur2	wh3_main_nur_mon_soul_grinder_0	sla_enemy	2
hkrul_skoroth_nur2	wh3_main_nur_mon_spawn_of_nurgle_0_rank_5	sla_enemy	2
hkrul_skoroth_nur2	wh3_dlc20_survival_chs_mon_warshrine_mnur	sla_enemy	1
hkrul_skoroth_nur2	wh3_main_nur_mon_beast_of_nurgle_0	sla_enemy	1
hkrul_skoroth_nur2	wh3_main_nur_cav_plague_drones_1	sla_enemy	3
