agent	faction	subtype	mod_disabled
wizard	wh3_dlc20_nor_tong	hkrul_usta	false
wizard	wh_main_nor_aesling	hkrul_kammler	false
wizard	wh_dlc08_nor_norsca	hkrul_kammler	false
wizard	wh_dlc08_nor_wintertooth	hkrul_kammler	false
wizard	wh_main_nor_skaeling	hkrul_kammler	false
wizard	wh_main_nor_varg	hkrul_kammler	false
wizard	wh_main_nor_sarl	hkrul_kammler	false
wizard	wh_main_nor_graeling	hkrul_kammler	false
wizard	wh_main_nor_bjornling	hkrul_kammler	false
wizard	wh_main_nor_baersonling	hkrul_kammler	false
wizard	wh2_main_nor_skeggi	hkrul_kammler	false
wizard	wh2_main_nor_mung	hkrul_kammler	false
wizard	wh2_main_nor_aghol	hkrul_kammler	false
wizard	wh3_dlc20_nor_yusak	hkrul_kammler	false
wizard	wh3_dlc20_nor_kuj	hkrul_kammler	false
wizard	wh3_dlc20_nor_kul	hkrul_kammler	false
wizard	wh3_dlc20_nor_dolgan	hkrul_kammler	false
wizard	wh3_dlc20_nor_tong	hkrul_kammler	false
general	wh_main_nor_aesling	hkrul_eyri	false
general	wh_dlc08_nor_norsca	hkrul_eyri	false
general	wh_dlc08_nor_wintertooth	hkrul_eyri	false
general	wh_main_nor_skaeling	hkrul_eyri	false
general	wh_main_nor_varg	hkrul_eyri	false
general	wh_main_nor_sarl	hkrul_eyri	false
general	wh_main_nor_graeling	hkrul_eyri	false
general	wh_main_nor_bjornling	hkrul_eyri	false
general	wh_main_nor_baersonling	hkrul_eyri	false
general	wh2_main_nor_skeggi	hkrul_eyri	false
general	wh2_main_nor_mung	hkrul_eyri	false
general	wh2_main_nor_aghol	hkrul_eyri	false
general	wh3_dlc20_nor_yusak	hkrul_eyri	false
general	wh3_dlc20_nor_kuj	hkrul_eyri	false
general	wh3_dlc20_nor_kul	hkrul_eyri	false
general	wh3_dlc20_nor_dolgan	hkrul_eyri	false
general	wh3_dlc20_nor_tong	hkrul_eyri	false
