agent	faction	subtype	mod_disabled
dignitary	mixer_nor_snaegr	wh_dlc08_nor_fimir_balefiend_shadow	false
general	mixer_nor_snaegr	wh3_main_ie_nor_burplesmirk_spewpit	false
general	mixer_nor_snaegr	wh_dlc08_nor_arzik	false
general	mixer_nor_snaegr	wh_dlc08_nor_wulfrik	false
wizard	mixer_nor_snaegr	wh_dlc08_nor_kihar	false
wizard	mixer_nor_snaegr	wh_dlc08_nor_shaman_sorcerer_death	false
wizard	mixer_nor_snaegr	wh_dlc08_nor_shaman_sorcerer_fire	false
wizard	mixer_nor_snaegr	wh_dlc08_nor_shaman_sorcerer_metal	false
minister	mixer_nor_snaegr	wh_main_nor_marauder_chieftain	false
colonel	mixer_nor_snaegr	wh_main_nor_marauder_chieftain	false
general	mixer_nor_snaegr	wh_dlc08_nor_throgg	false
general	mixer_nor_snaegr	wh_main_nor_marauder_chieftain	false
champion	mixer_nor_cult_of_mermedus	wh3_main_ie_nor_killgore_slaymaim	false
champion	mixer_nor_cult_of_mermedus	wh_dlc08_nor_skin_wolf_werekin	false
dignitary	mixer_nor_cult_of_mermedus	wh_dlc08_nor_fimir_balefiend_fire	false
dignitary	mixer_nor_cult_of_mermedus	wh_dlc08_nor_fimir_balefiend_shadow	false
general	mixer_nor_cult_of_mermedus	wh3_main_ie_nor_burplesmirk_spewpit	false
general	mixer_nor_cult_of_mermedus	wh_dlc08_nor_arzik	false
general	mixer_nor_cult_of_mermedus	wh_dlc08_nor_wulfrik	false
wizard	mixer_nor_cult_of_mermedus	wh_dlc08_nor_kihar	false
wizard	mixer_nor_cult_of_mermedus	wh_dlc08_nor_shaman_sorcerer_death	false
wizard	mixer_nor_cult_of_mermedus	wh_dlc08_nor_shaman_sorcerer_fire	false
wizard	mixer_nor_cult_of_mermedus	wh_dlc08_nor_shaman_sorcerer_metal	false
minister	mixer_nor_cult_of_mermedus	wh_main_nor_marauder_chieftain	false
colonel	mixer_nor_cult_of_mermedus	wh_main_nor_marauder_chieftain	false
general	mixer_nor_cult_of_mermedus	wh_dlc08_nor_throgg	false
general	mixer_nor_cult_of_mermedus	wh_main_nor_marauder_chieftain	false
champion	mixer_nor_beorg	wh3_main_ie_nor_killgore_slaymaim	false
champion	mixer_nor_beorg	wh_dlc08_nor_skin_wolf_werekin	false
dignitary	mixer_nor_beorg	wh_dlc08_nor_fimir_balefiend_fire	false
dignitary	mixer_nor_beorg	wh_dlc08_nor_fimir_balefiend_shadow	false
general	mixer_nor_beorg	wh3_main_ie_nor_burplesmirk_spewpit	false
general	mixer_nor_beorg	wh_dlc08_nor_arzik	false
general	mixer_nor_beorg	wh_dlc08_nor_wulfrik	false
wizard	mixer_nor_beorg	wh_dlc08_nor_kihar	false
wizard	mixer_nor_beorg	wh_dlc08_nor_shaman_sorcerer_death	false
wizard	mixer_nor_beorg	wh_dlc08_nor_shaman_sorcerer_fire	false
wizard	mixer_nor_beorg	wh_dlc08_nor_shaman_sorcerer_metal	false
minister	mixer_nor_beorg	wh_main_nor_marauder_chieftain	false
colonel	mixer_nor_beorg	wh_main_nor_marauder_chieftain	false
general	mixer_nor_beorg	wh_dlc08_nor_throgg	false
general	mixer_nor_beorg	wh_main_nor_marauder_chieftain	false
champion	mixer_nor_beorg	hkrul_oerl	false
general	mixer_nor_beorg	hkrul_beorg	false
champion	mixer_nor_geimdall_huscarls	wh3_main_ie_nor_killgore_slaymaim	false
champion	mixer_nor_geimdall_huscarls	wh_dlc08_nor_skin_wolf_werekin	false
general	mixer_nor_geimdall_huscarls	wh3_main_ie_nor_burplesmirk_spewpit	false
general	mixer_nor_geimdall_huscarls	wh_dlc08_nor_arzik	false
general	mixer_nor_geimdall_huscarls	wh_dlc08_nor_wulfrik	false
wizard	mixer_nor_geimdall_huscarls	wh_dlc08_nor_kihar	false
wizard	mixer_nor_geimdall_huscarls	wh_dlc08_nor_shaman_sorcerer_death	false
wizard	mixer_nor_geimdall_huscarls	wh_dlc08_nor_shaman_sorcerer_fire	false
wizard	mixer_nor_geimdall_huscarls	wh_dlc08_nor_shaman_sorcerer_metal	false
minister	mixer_nor_geimdall_huscarls	wh_main_nor_marauder_chieftain	false
colonel	mixer_nor_geimdall_huscarls	wh_main_nor_marauder_chieftain	false
general	mixer_nor_geimdall_huscarls	wh_dlc08_nor_throgg	false
general	mixer_nor_geimdall_huscarls	wh_main_nor_marauder_chieftain	false
champion	mixer_nor_bloodfjord	wh3_dlc27_nor_beorg_bearstruck	false
general	mixer_nor_bloodfjord	wh3_dlc27_nor_great_shaman_sorcerer_death	false
general	mixer_nor_bloodfjord	wh3_dlc27_nor_great_shaman_sorcerer_fire	false
general	mixer_nor_bloodfjord	wh3_dlc27_nor_great_shaman_sorcerer_metal	false
general	mixer_nor_bloodfjord	wh3_dlc27_nor_marauder_chieftain_spawned_army	false
runesmith	mixer_nor_bloodfjord	wh3_dlc27_nor_fimir_noble	false
champion	mixer_nor_eyristaad	wh3_dlc27_nor_beorg_bearstruck	false
general	mixer_nor_eyristaad	wh3_dlc27_nor_great_shaman_sorcerer_death	false
general	mixer_nor_eyristaad	wh3_dlc27_nor_great_shaman_sorcerer_fire	false
general	mixer_nor_eyristaad	wh3_dlc27_nor_great_shaman_sorcerer_metal	false
general	mixer_nor_eyristaad	wh3_dlc27_nor_marauder_chieftain_spawned_army	false
champion	mixer_nor_snaegr	wh3_dlc27_nor_beorg_bearstruck	false
general	mixer_nor_snaegr	wh3_dlc27_nor_great_shaman_sorcerer_death	false
general	mixer_nor_snaegr	wh3_dlc27_nor_great_shaman_sorcerer_fire	false
general	mixer_nor_snaegr	wh3_dlc27_nor_great_shaman_sorcerer_metal	false
general	mixer_nor_snaegr	wh3_dlc27_nor_marauder_chieftain_spawned_army	false
runesmith	mixer_nor_snaegr	wh3_dlc27_nor_fimir_noble	false
champion	mixer_nor_cult_of_mermedus	wh3_dlc27_nor_beorg_bearstruck	false
general	mixer_nor_cult_of_mermedus	wh3_dlc27_nor_great_shaman_sorcerer_death	false
general	mixer_nor_cult_of_mermedus	wh3_dlc27_nor_great_shaman_sorcerer_fire	false
general	mixer_nor_cult_of_mermedus	wh3_dlc27_nor_great_shaman_sorcerer_metal	false
general	mixer_nor_cult_of_mermedus	wh3_dlc27_nor_marauder_chieftain_spawned_army	false
runesmith	mixer_nor_cult_of_mermedus	wh3_dlc27_nor_fimir_noble	false
champion	mixer_nor_beorg	wh3_dlc27_nor_beorg_bearstruck	false
general	mixer_nor_beorg	wh3_dlc27_nor_great_shaman_sorcerer_death	false
general	mixer_nor_beorg	wh3_dlc27_nor_great_shaman_sorcerer_fire	false
general	mixer_nor_beorg	wh3_dlc27_nor_great_shaman_sorcerer_metal	false
general	mixer_nor_beorg	wh3_dlc27_nor_marauder_chieftain_spawned_army	false
runesmith	mixer_nor_beorg	wh3_dlc27_nor_fimir_noble	false
champion	mixer_nor_geimdall_huscarls	wh3_dlc27_nor_beorg_bearstruck	false
general	mixer_nor_geimdall_huscarls	wh3_dlc27_nor_great_shaman_sorcerer_death	false
general	mixer_nor_geimdall_huscarls	wh3_dlc27_nor_great_shaman_sorcerer_fire	false
general	mixer_nor_geimdall_huscarls	wh3_dlc27_nor_great_shaman_sorcerer_metal	false
general	mixer_nor_geimdall_huscarls	wh3_dlc27_nor_marauder_chieftain_spawned_army	false
