key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person
hkrul_drenok_bear	10	wh2_main_plate_105	2100	war_beast	65	com	hkrul_drenok	hu1c_wh3_kislev_be1_warbear_dual_axe	hkrul_drenok	55	40	70	6000	wh3_main_ksl_mnt_war_bear_medium_white	1	wh3_main_ksl_war_bear_boyar		1	none	hkrul_drenok	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh3_main_ksl_cha_boyar_2	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	large	0	0	0	0	0	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters		
hkrul_einar	10	wh2_main_plate_60	2100	inf_melee	60	com	hkrul_einar	einarr	hkrul_einar	64	45	80	5231		0	hkrul_einar		1	none	hkrul_einar	wh_main_hero	trained			true	40.0000	1500.0000	hkrul_einar	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
hkrul_einar_bear	10	wh2_main_plate_105	2100	war_beast	65	com	hkrul_einar	hu1c_wh3_kislev_be1_warbear_dual_axe	hkrul_einar	55	40	70	6000	wh3_main_ksl_mnt_war_bear_medium_white	1	hkrul_einar		1	none	hkrul_einar	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh3_main_ksl_cha_boyar_2	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	large	0	0	0	0	0	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters		
hkrul_harald	10	wh2_main_plate_50	2100	inf_melee	60	com	hkrul_harald	hu13_wh3_ogre_2handed_hammer	hkrul_harald	66	40	80	6424		0	hkrul_harald		1	none	hkrul_harald	wh_main_hero	trained			true	40.0000	1500.0000	hkrul_harald	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
hkrul_sayl	10	wh2_main_leather_40	2100	inf_ranged	30	com	hkrul_sayl	sayl	wh_main_infantry_standard_wizard_blood_dismembers	47	41	70	3764		0	hkrul_sayl	wh2_dlc14_def_medusa_gaze	1	none	hkrul_sayl	wh_main_hero	trained			true	40.0000	1500.0000	hkrul_sayl	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	small	0	20	0	0	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters		
hkrul_sayl_chariot	10	wh2_main_heavy_metal_110	2100	war_machine	70	com	hkrul_sayl	hu1_arkhan_wm_tomb_chariot01_staff_and_sword	wh_main_infantry_standard_wizard_blood_dismembers	30	20	70	4448	wh3_dlc20_chs_mnt_chaos_steed_chariots	2	hkrul_sayl		1	none	hkrul_sayl	wh_main_chariot	trained	wh_main_chs_chariot_horse	wh_main_chs_chariot_large_draught	true	40.0000	1500.0000	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_7	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	large	0	0	0	0	1	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters		
hkrul_sayl_mammoth	10	wh2_main_heavy_metal_80	2100	war_beast	70	com	hkrul_sayl	sayl	wh_main_infantry_standard_wizard_blood_dismembers	41	34	75	14453	wh_dlc08_mnt_war_mammoth_howdah	1	wh_dlc08_nor_mammoth_tusks		1	none	hkrul_sayl	wh_main_monster	trained			true	40.0000	1500.0000	wh_dlc08_nor_cha_wulfrik_3	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee_cav_shock_highvalue	false	false	false	false	high	high	domination_characters		
hkrul_ulfric	10	wh2_main_plate_70	2100	inf_melee	45	com	hkrul_ulfric	hu1c_chaos_2handed_axe	hkrul_ulfric	53	57	75	4542		0	wh_dlc08_nor_axe_lord		1	none	hkrul_ulfric	wh_main_hero	trained			true	40.0000	1500.0000	hkrul_ulfric	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
hkrul_ulfric_horse	10	wh2_main_heavy_metal_100	2100	war_beast	65	com	hkrul_ulfric	hu1c_wh3_dlc20_hr1_glhh_2handed_axe	hkrul_ulfric	70	50	75	5144	wh3_dlc20_chs_mnt_norscan_warhorse_lords	1	wh_dlc08_nor_axe_lord		1	wh_missile_block_35_metal	hkrul_ulfric	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh_dlc08_nor_cha_wulfrik_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	large	0	0	0	0	0	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters		
hkrul_ulfric_chariot	10	wh2_main_heavy_metal_100	2100	war_machine	90	com	hkrul_ulfric	hu1c_chaos_wm_chariot_halberd	hkrul_ulfric	48	30	75	5776	wh_main_chs_mnt_norscan_warhorse_chariots	2	wh_dlc08_nor_axe_lord		1	wh_missile_block_35_metal	hkrul_ulfric	wh_main_chariot	trained	wh_main_chs_chariot_horse	wh_main_chs_chariot_large_draught	true	40.0000	1500.0000	wh_dlc08_nor_cha_wulfrik_2	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	large	0	0	0	0	1	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters		
hkrul_ulfric_mammoth	10	wh2_main_heavy_metal_80	2100	war_beast	70	com	hkrul_ulfric	hu1c_wulfrik_hq3_wb_sword_and_shield	wh_main_infantry_wulfrik_mammoth_hero_blood	41	34	75	14453	hkrul_ulfric_mammoth	1	wh_dlc08_nor_mammoth_tusks		1	none	hkrul_ulfric	wh_main_monster	trained			true	40.0000	1500.0000	wh_dlc08_nor_cha_wulfrik_3	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	large	0	0	0	0	0	0	15	0	melee_cav_shock_highvalue	false	false	false	false	high	high	domination_characters		
hkrul_verdandi	10	wh2_main_leather_50	2100	inf_melee	27	com	hkrul_verdandi	hu1_phy_verdandi_01	hkrul_verdandi	48	45	75	3835		0	hkrul_verdandi	hkrul_verdandi	1	none	hkrul_verdandi	wh_main_hero	trained			true	40.0000	1500.0000	hkrul_verdandi	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	25	0	0	0	0	15	0	hybrid_melee	true	true	false	false	high	high	domination_characters		
hkrul_kolsveinn	10	wh2_main_heavy_metal_110	2100	inf_melee	45	com	hkrul_kolsveinn	hu6_gor_dual_axe	hkrul_kolsveinn	65	40	70	4060		0	wh3_dlc20_chs_cha_exalted_hero_mkho_dual_axe		1	none	hkrul_kolsveinn	wh_main_hero	trained			true	40.0000	1500.0000	wh3_dlc20_chs_cha_exalted_hero_mkho	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	small	0	0	0	15	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
hkrul_swyrd	10	wh2_main_leather_30	2100	inf_ranged	30	com	hkrul_swyrd	swyrd	wh_main_infantry_standard_wizard_blood_dismembers	45	35	70	9999		0	wh2_dlc09_dual_swords_ushabti		1	none	hkrul_swyrd	wh_main_hero	trained			true	40.0000	1500.0000	wh_main_nor_cha_marauder_chieftan_0	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters		
hkrul_lokjar	10	wh2_main_plate_55	2100	inf_melee	52	com	hkrul_lokjar	hu1c_chaos_axe_and_shield	wh_main_infantry_standard_hero_blood	57	42	70	4115		0	wh_dlc08_nor_axe_lord		1	wh_missile_block_55_metal	hkrul_lokjar	wh_main_hero	trained			true	40.0000	1500.0000	hkrul_lokjar	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
hkrul_lokjar_horse	10	wh2_main_plate_50	2100	war_beast	65	com	hkrul_lokjar	hu1c_wh3_dlc20_hr1_glhh_sword_and_shield	wh_main_infantry_standard_hero_blood	60	40	70	4660	wh3_dlc20_chs_mnt_norscan_warhorse_lords	1	wh_dlc08_nor_axe_lord		1	wh_missile_block_35_wood	hkrul_lokjar	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh_main_nor_cha_marauder_chieftan_1	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters		
hkrul_lokjar_chariot	10	wh2_main_heavy_metal_90	2100	war_machine	90	com	hkrul_lokjar	hu1c_chaos_wm_chariot_axe_and_shield	wh_main_infantry_standard_hero_blood	38	20	70	4948	wh_main_chs_mnt_norscan_warhorse_chariots	2	wh_main_chs_chariot_hero		1	wh_missile_block_35_wood	hkrul_lokjar	wh_main_chariot	trained	wh_main_chs_chariot_horse	wh_main_chs_chariot_large_draught	true	40.0000	1500.0000	wh_main_nor_cha_marauder_chieftan_2	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	1	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters		
hkrul_hakka	10	wh2_main_plate_60	2100	inf_melee	60	com	hkrul_hakka	hakka	wh3_dlc20_chs_cha_lord_mkho	66	47	70	4621		0	hkrul_hakka		1	none	hkrul_hakka	wh_main_hero	trained			true	40.0000	1500.0000	hkrul_hakka	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
hkrul_hakka_chariot	10	wh2_main_heavy_metal_130	2100	war_machine	80	com	hkrul_hakka	hu1c_dlc20_chaos_lord_wm_chariot_dual_axe	wh3_dlc20_chs_cha_lord_mkho	40	15	70	5012	wh3_main_kho_mnt_gorebeast	1	hkrul_hakka		1	none	hkrul_hakka	wh_main_chariot	trained	wh_dlc01_chs_chariot_gorebeast	wh3_main_kho_gorebeast_chariot	true	40.0000	1500.0000	wh3_dlc20_chs_cha_exalted_hero_mkho_gorebeast_chariot	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	15	1	0	15	0	melee_flanker_shock	false	false	false	false	high	high	domination_characters		
hkrul_hakka_juggernaut	10	wh2_main_heavy_metal_130	2100	cavalry	70	com	hkrul_hakka	hu1c_dlc20_chaos_lord_hq4_juggernaut_dual_axe	wh3_dlc20_chs_cha_lord_mkho	65	40	70	5260	wh3_dlc20_chs_mnt_juggernaut_lord	1	hkrul_hakka		1	none	hkrul_hakka	wh_main_monster	trained			true	40.0000	1500.0000	wh3_dlc20_chs_cha_exalted_hero_mkho_juggernaut	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	15	0	0	15	0	melee_cav_shock_highvalue	false	false	false	false	high	high	domination_characters		
hkrul_oda	10	wh2_main_plate_100	2100	inf_melee	30	com	hkrul_oda	oda	wh_main_infantry_standard_hero_blood_dismembers	39	63	75	4031		0	hkrul_oda	hkrul_oda	1	wh_missile_block_70_wood	hkrul_oda	wh_main_hero	trained			true	40.0000	1500.0000	hkrul_oda	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	10	0	0	0	0	15	0	hybrid_melee	true	true	false	false	high	high	domination_characters		
hkrul_oda_horse	10	wh2_main_plate_100	2100	cavalry	50	com	wh3_dlc23_unit_long_text_ksl_cha_ulrika	hu1_dlc23_hr1_ulrika_dual_swords_bow	wh2_main_rider_standard_360_blood	50	46	80	4564	wh3_dlc23_ksl_mnt_horse_heavy_ulrika	1	hkrul_oda	hkrul_oda	1	none	wh3_dlc23_unit_short_text_ksl_cha_ulrika	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh3_dlc23_neu_cha_ulrika_warhorse	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	30	0	0	0	5	15	0	hybrid_mage_highvalue	true	false	false	false	high	high	domination_characters		
hkrul_hrothgar	10	wh2_main_plate_75	2100	inf_melee	45	com	hkrul_hrothgar	hu1c_chaos_axe_and_shield_cultist_of_khorne	hkrul_hrothgar	55	40	65	4060		0	hkrul_hrothgar		1	wh_missile_block_55_metal	hkrul_hrothgar	wh_main_hero	trained			true	40.0000	1500.0000	wh3_main_kho_cha_cultist_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
hkrul_rafn	10	wh2_main_plate_60	2100	inf_melee	60	com	hkrul_rafn	hu13_wh3_ogre_2handed_sword	hkrul_rafn	64	45	80	5231		0	hkrul_rafn		1	none	hkrul_rafn	wh_main_hero	trained			true	40.0000	1500.0000	hkrul_rafn	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
